hcat3_code,hcat3_name,ec_code,ec_name,hrl_code,hrl_name
3301090205,lolium_ryegrass,240.0,"Dry pulses, vegetables and flowers",1210,Fresh Vegetables
3301090206,setaria,240.0,"Dry pulses, vegetables and flowers",1210,Fresh Vegetables
3301090207,sod_turf,240.0,"Dry pulses, vegetables and flowers",1210,Fresh Vegetables
3301090208,switchgrass,240.0,"Dry pulses, vegetables and flowers",1210,Fresh Vegetables
3301090209,timothy,240.0,"Dry pulses, vegetables and flowers",1210,Fresh Vegetables
3301090300,legumes_harvested_green,240.0,"Dry pulses, vegetables and flowers",1210,Fresh Vegetables
3301090301,alfalfa_lucerne,250.0,Other fodder crops (excl. temp. grasslands),1210,Fresh Vegetables
3301090302,arachis,250.0,Other fodder crops (excl. temp. grasslands),1210,Fresh Vegetables
3301090303,clover,250.0,Other fodder crops (excl. temp. grasslands),1210,Fresh Vegetables
3301090304,melilot,250.0,Other fodder crops (excl. temp. grasslands),1210,Fresh Vegetables
3301090305,vetches,250.0,Other fodder crops (excl. temp. grasslands),1210,Fresh Vegetables
3301090398,unspecified_legumes_harvested_green,250.0,Other fodder crops (excl. temp. grasslands),1210,Fresh Vegetables
3301090400,green_silo_maize,216.0,Maize,1130,Maize
3301099900,other_plants_harvested_green,250.0,Other fodder crops (excl. temp. grasslands),1210,Fresh Vegetables
3301100000,arable_land_seed_seedlings,,,1210,Fresh Vegetables
3301120000,kitchen_gardens,240.0,"Dry pulses, vegetables and flowers",1210,Fresh Vegetables
3301130000,strawberries,240.0,"Dry pulses, vegetables and flowers",1210,Fresh Vegetables
3301140000,cucurbits,240.0,"Dry pulses, vegetables and flowers",1210,Fresh Vegetables
3301140100,cucumber_pickle,240.0,"Dry pulses, vegetables and flowers",1210,Fresh Vegetables
3301140200,honeydew,240.0,"Dry pulses, vegetables and flowers",1210,Fresh Vegetables
3301140300,melon,240.0,"Dry pulses, vegetables and flowers",1210,Fresh Vegetables
3301140400,pumpkin_squash_gourd,240.0,"Dry pulses, vegetables and flowers",1210,Fresh Vegetables
3301140500,watermelon,240.0,"Dry pulses, vegetables and flowers",1210,Fresh Vegetables
3301140600,zucchini_courgette,240.0,"Dry pulses, vegetables and flowers",1210,Fresh Vegetables
3301150000,pseudocereal,219.0,Other cereals,1150,Other Cereals
3301150100,amaranth,219.0,Other cereals,1150,Other Cereals
3301150200,buckwheat,219.0,Other cereals,1150,Other Cereals
3301150300,quinoa,219.0,Other cereals,1150,Other Cereals
3301160000,soy_soybeans,233.0,Soya,1420,Soybeans
3301170000,fennel,240.0,"Dry pulses, vegetables and flowers",1210,Fresh Vegetables
3301180000,topinambur_jerusalem_artichoke,240.0,"Dry pulses, vegetables and flowers",1210,Fresh Vegetables
3301190000,sage_chia,240.0,"Dry pulses, vegetables and flowers",1210,Fresh Vegetables
3301200000,asparagus,240.0,"Dry pulses, vegetables and flowers",1210,Fresh Vegetables
3301210000,brassicaceae_cruciferae,240.0,"Dry pulses, vegetables and flowers",1210,Fresh Vegetables
3301210100,mustard,240.0,"Dry pulses, vegetables and flowers",1210,Fresh Vegetables
3301210200,brassica_oleracea_cabbage,240.0,"Dry pulses, vegetables and flowers",1210,Fresh Vegetables
3301210201,bok_choy_pak_choi,240.0,"Dry pulses, vegetables and flowers",1210,Fresh Vegetables
3301210202,broccoli,240.0,"Dry pulses, vegetables and flowers",1210,Fresh Vegetables
3301210203,brussels_sprouts,240.0,"Dry pulses, vegetables and flowers",1210,Fresh Vegetables
3301210204,cauliflower,240.0,"Dry pulses, vegetables and flowers",1210,Fresh Vegetables
3301210205,chinese_cabbage,240.0,"Dry pulses, vegetables and flowers",1210,Fresh Vegetables
3301210206,collard_greens,240.0,"Dry pulses, vegetables and flowers",1210,Fresh Vegetables
3301210207,gai_lan,240.0,"Dry pulses, vegetables and flowers",1210,Fresh Vegetables
3301210208,kale,240.0,"Dry pulses, vegetables and flowers",1210,Fresh Vegetables
3301210209,kohlrabi,240.0,"Dry pulses, vegetables and flowers",1210,Fresh Vegetables
3301210210,red_cabbage,240.0,"Dry pulses, vegetables and flowers",1210,Fresh Vegetables
3301210211,savoy_cabbage,240.0,"Dry pulses, vegetables and flowers",1210,Fresh Vegetables
3301210212,white_cabbage,240.0,"Dry pulses, vegetables and flowers",1210,Fresh Vegetables
3301210299,other_brassica_oleracea_cabbage,240.0,"Dry pulses, vegetables and flowers",1210,Fresh Vegetables
3301210300,cress,240.0,"Dry pulses, vegetables and flowers",1210,Fresh Vegetables
3301210400,horseradish,240.0,"Dry pulses, vegetables and flowers",1210,Fresh Vegetables
3301210500,swede_rutabaga,240.0,"Dry pulses, vegetables and flowers",1210,Fresh Vegetables
3301220000,alliums,240.0,"Dry pulses, vegetables and flowers",1210,Fresh Vegetables
3301220100,chives,240.0,"Dry pulses, vegetables and flowers",1210,Fresh Vegetables
3301220200,garlic,240.0,"Dry pulses, vegetables and flowers",1210,Fresh Vegetables
